name,old_chr,old_strand,old_start,old_end,chr,strand,start,end,symbol,n_probes_on_tiling,all_identifiers,selected_identifier
8090462,chr3,-,129343431,129343510,chr3,-,129343407,129343510,---,57,ENST00000391042,ENST00000391042
8090464,chr3,-,129663968,129668781,chr3,-,129663971,129668781,DNAJB8,195,"NM_153330, ENST00000319153, AK125946",NM_153330
8090469,chr3,-,129680960,129694720,chr3,-,129682551,129688564,GATA2,249,"NM_032638, ENST00000341105, BC051342, BT006671",BT006671
8090485,chr3,-,129773533,129777619,chr3,-,129773532,129777619,C3orf27,174,"NM_007354, ENST00000356020, AF008192",NM_007354
8090490,chr3,-,129821503,129852409,chr3,-,129821502,129852409,RPN1,60,"NM_002950, ENST00000296255, BC010839",NM_002950
8090503,chr3,-,129875215,129875554,chr3,-,129875214,129875554,---,0,ENST00000386247,ENST00000386247
8090505,chr3,-,129916104,129916238,chr3,-,129916103,129916238,---,54,ENST00000384401,ENST00000384401
8090507,chr3,-,129966008,129966562,chr3,-,129965998,129966550,---,130,"ENST00000343149, GENSCAN00000049642",ENST00000343149
8090509,chr3,-,130015733,130015936,chr3,-,130015429,130016098,RAB7A,182,ENST00000309047,ENST00000309047
8090511,chr3,-,130111407,130147508,chr3,-,130111398,130195609,KIAA1257,60,"AK056377, AK125726, ENST00000344062",AK056377
8090518,chr3,-,130168122,130195648,chr3,-,130172471,130195676,KIAA1257,230,"NM_020741, ENST00000265068, AB033083, AK125726",NM_020741
8090529,chr3,-,130289108,130323315,chr3,-,130292024,130323173,RAB43,246,"NM_198490, ENST00000315150, ENST00000393307, ENST00000393305, ENST00000393308, ENST00000393304, BC062319",BC062319
8090533,chr3,-,130330907,130362719,chr3,-,130328947,130362826,ISY1,173,"NM_020701, ENST00000393295, BC019849, ENST00000353603",ENST00000393295
8090546,chr3,-,130371017,130385477,chr3,-,130369347,130385500,CNBP,140,"NM_001127192, NM_001127193, NM_003418, NM_001127194, NM_001127195, NM_001127196, ENST00000307433, ENST00000393290, BC014911",NM_001127192
8090555,chr3,-,130516304,130517810,chr3,-,130516793,130517435,H1FX,208,"NM_006026, ENST00000333762, BC010435",ENST00000333762
8090559,chr3,-,130584455,130600938,chr3,-,130584366,130600972,RPL32P3,179,"NR_003111, BC053996, ENST00000332468",NR_003111
8090565,chr3,-,130598743,130598881,chr3,-,130598742,130598881,SNORA7B,183,NR_002992,NR_002992
8090567,chr3,-,130602854,130630184,chr3,-,130602854,130630184,C3orf25,262,"BC066975, ENST00000326085, AK096099",BC066975
8090577,chr3,-,130632483,130641542,chr3,-,130632482,130641542,MBD4,146,"NM_003925, ENST00000249910, AF072250, ENST00000393278",NM_003925
8090591,chr3,-,130756708,130808351,chr3,-,130756707,130808351,PLXND1,161,"NM_015103, ENST00000324093, AY116661",ENST00000324093
8090630,chr3,-,130849325,131081999,chr3,-,130849324,130890190,TMCC1,93,"NM_001017395, NM_001128224, NM_015008, ENST00000307824, ENST00000329333, ENST00000393238, BC039859",NM_015008
8090637,chr3,-,131223302,131224150,chr3,-,131223301,131224150,---,32,ENST00000321828,ENST00000321828
8090639,chr3,-,131880468,131948386,chr3,-,131880467,131948386,PIK3R4,146,"NM_014602, ENST00000356763, BC110318",NM_014602
8090660,chr3,-,132013385,132013629,chr3,-,132013384,132013629,---,33,ENST00000386199,ENST00000386199
8090664,chr3,-,132215409,132228336,chr3,-,132215410,132228336,ASTE1,231,"NM_014065, ENST00000264992, AK294156",NM_014065
8090674,chr3,-,132294355,132294461,chr3,-,132294354,132294461,---,0,ENST00000364680,ENST00000364680
8090676,chr3,-,132619378,132619536,chr3,-,132619377,132619536,---,0,ENST00000386189,ENST00000386189
8090678,chr3,-,132663735,132704519,chr3,-,132663734,132704519,MRPL3,143,"NM_007208, ENST00000264995, BC003375",NM_007208
8090688,chr3,-,132680631,132680767,chr3,-,132680630,132680767,SNORA58,0,NR_002985,NR_002985
8090690,chr3,-,132735103,133241855,chr3,-,132736266,133236534,CPNE4,163,"NM_130808, ENST00000357965, AK128117",NM_130808
8090715,chr3,-,133759675,133861616,chr3,-,133759671,133861665,ACAD11,149,"NM_032169, ENST00000264990, BC125204, ENST00000393156",NM_032169
8090737,chr3,-,133882144,133923966,chr3,-,133882143,133923966,NPHP3,167,"NM_153240, ENST00000337331, AY257864, ENST00000393156",NM_153240
8090770,chr3,-,134687385,134687468,chr3,-,134687384,134687468,---,58,ENST00000386182,ENST00000386182
8090772,chr3,-,134802140,134863380,chr3,-,134802138,134863427,TOPBP1,134,"NM_007027, ENST00000260810, AB019397",NM_007027
8090801,chr3,-,134911607,134911706,chr3,-,134911609,134911701,---,0,ENST00000364524,ENST00000364524
8090803,chr3,-,135025769,135097381,chr3,-,135025769,135097381,RAB6B,121,"NM_016577, ENST00000285208, BC078662",NM_016577
8090817,chr3,-,135129679,135131346,chr3,-,135129679,135131346,C3orf36,235,"NM_025041, BC104161",NM_025041
8090823,chr3,-,135134230,135231519,chr3,-,135134229,135231610,SLCO2A1,217,"NM_005630, ENST00000310926, U70867",NM_005630
8090840,chr3,-,135358668,135452276,chr3,-,135358667,135452276,RYK,188,"NM_001005861, NM_002958, ENST00000296084, S59184",NM_001005861
8090852,chr3,-,135553384,135576096,chr3,-,135556879,135576096,AMOTL2,192,"NM_016201, ENST00000249883, AK291616",NM_016201
8090866,chr3,-,135679238,135687555,chr3,-,135679239,135687519,ANAPC13,152,"NM_015391, ENST00000354910, AK001285",ENST00000354910
8090872,chr3,-,135804814,135852554,chr3,-,135801454,135852554,KY,214,"NM_178554, ENST00000310263, AK294500",NM_178554
8090889,chr3,-,135982059,135982159,chr3,-,135982058,135982159,---,52,ENST00000386161,ENST00000386161
8090891,chr3,-,135997175,135997600,chr3,-,135996272,135999547,---,251,AK126846,AK126846
8090893,chr3,-,137350450,137397378,chr3,-,137350449,137397378,MSL2L1,145,"NM_018133, ENST00000309993, BC093764",NM_018133
8090898,chr3,-,137537766,137953935,chr3,-,137538688,137953935,STAG1,186,"NM_005862, ENST00000383202, BC064699, ENST00000236698",NM_005862
8090934,chr3,-,137631616,137631715,chr3,-,137631608,137631715,---,0,ENST00000363701,ENST00000363701
8090936,chr3,-,138719679,138719786,chr3,-,138719671,138719787,---,0,ENST00000364455,ENST00000364455
8090938,chr3,-,139263522,139317141,chr3,-,139263521,139317141,DZIP1L,179,"NM_173543, ENST00000327532, BC033308",NM_173543
8090955,chr3,-,139325756,139333897,chr3,-,139325249,139333919,A4GNT,164,"NM_016161, ENST00000236709, AF141315",NM_016161
8090960,chr3,-,139362542,139376463,chr3,-,139362541,139376463,DBR1,127,"NM_016216, ENST00000260803, AF180919",NM_016216
8090972,chr3,-,139462969,139531418,chr3,-,139502745,139530895,TXNDC6,136,"NM_178130, ENST00000317876, AF196568, ENST00000333911",AF196568
8090988,chr3,-,139695876,139795819,chr3,-,139695876,139795819,CEP70,160,"NM_024491, ENST00000264982, BC030598",NM_024491
8091009,chr3,-,139856921,139960875,chr3,-,139856920,139960875,PIK3CB,128,"NM_006219, ENST00000289153, BC114432",NM_006219
8091032,chr3,-,140145756,140148672,chr3,-,140145756,140148672,FOXL2,202,"NM_023067, ENST00000330315, BC062549",NM_023067
8091039,chr3,-,140220563,140222458,chr3,-,140220562,140222458,LOC389151,135,"BC137145, BC137146, NM_001013650, ENST00000329447",NM_001013650
8091043,chr3,-,140243634,140246424,chr3,-,140243633,140246424,FLJ46210,100,AK128089,AK128089
8091048,chr3,-,140559123,140591158,chr3,-,140559122,140591212,COPB2,254,"NR_023350, NM_004766, ENST00000333188, BC000326",NR_023350
8091071,chr3,-,140654416,140678042,chr3,-,140654415,140678042,RBP2,133,"NM_004164, ENST00000232217, AK291978",NM_004164
8091078,chr3,-,140718970,140741180,chr3,-,140718969,140741180,RBP1,171,"NM_002899, ENST00000232219, M11433",ENST00000232219
8091087,chr3,-,140761712,140879549,chr3,-,140761722,140879530,NMNAT3,208,"NM_178177, ENST00000406164, BC036218, ENST00000296202",NM_178177
8091095,chr3,-,140785660,140785977,chr3,-,140785668,140785977,---,0,ENST00000364730,ENST00000364730
8091099,chr3,-,143066539,143066811,chr3,-,143066538,143066811,LOC729687,41,"XM_001133530, ENST00000356395, GENSCAN00000028551",ENST00000356395
8091101,chr3,-,143104456,143104562,chr3,-,143104455,143104562,---,0,ENST00000363519,ENST00000363519
8091103,chr3,-,143153034,143351008,chr3,-,143153033,143230140,TFDP2,0,"NM_006286, U18422, ENST00000310282",U18422
8091120,chr3,-,143359059,143427118,chr3,-,143359058,143427118,GK5,139,"NM_001039547, ENST00000392993, BC032470, ENST00000343930",NM_001039547
8091141,chr3,-,143508139,143649543,chr3,-,143508138,143649543,XRN1,230,"NM_019001, NM_001042604, ENST00000264951, ENST00000392981, BX640905",NM_019001
8091188,chr3,-,143621737,143621898,chr3,-,143621736,143621901,---,0,ENST00000365255,ENST00000365255
8091190,chr3,-,143650769,143780341,chr3,-,143650766,143780358,ATR,208,"NM_001184, ENST00000350721, U76308",NM_001184
8091241,chr3,-,143867349,143867439,chr3,-,143867348,143867439,---,0,ENST00000386072,ENST00000386072
8091243,chr3,-,144019401,144090731,chr3,-,144019406,144090731,PCOLCE2,167,"NM_013363, ENST00000295992, AY358557",ENST00000295992
8091255,chr3,-,144162763,144164945,chr3,-,144163626,144164945,PAQR9,221,"NM_198504, ENST00000340634, AY424287",AY424287
8091260,chr3,-,144466754,145049979,chr3,-,144466754,145050036,SLC9A9,293,"NM_173653, ENST00000316549, BC035779",NM_173653
8091281,chr3,-,145388436,145388552,chr3,-,145388435,145388552,---,0,ENST00000386052,ENST00000386052
8091283,chr3,-,147269917,147361972,chr3,-,147269917,147361972,PLOD2,244,"NM_182943, NM_000935, ENST00000282903, ENST00000360060, BC037169",NM_182943
8091306,chr3,-,147392816,147451656,chr3,-,147392813,147451656,PLSCR4,103,"NM_001128304, NM_020353, NM_001128305, NM_001128306, ENST00000354952, ENST00000383083, AF199023",NM_001128304
8091318,chr3,-,147633772,147696468,chr3,-,147633771,147696412,PLSCR2,154,"NM_020359, ENST00000336685, AF159441",NM_020359
8091327,chr3,-,147715657,147745186,chr3,-,147715657,147745186,PLSCR1,112,"NM_021105, ENST00000342435, AB006746",ENST00000342435
8091340,chr3,-,148197084,148197190,chr3,-,148197083,148197190,---,0,ENST00000384427,ENST00000384427
8091342,chr3,-,148586527,148607097,chr3,-,148586526,148607097,ZIC4,266,"NM_032153, ENST00000383075, AK056394",NM_032153
8091352,chr3,-,150186338,150188143,chr1,-,154272586,154290124,UBQLN4,221,"NM_020131, ENST00000368309, AF188240",AF188240
8091354,chr3,-,150230604,150287007,chr3,-,150230593,150287031,HLTF,209,"NM_003071, NM_139048, ENST00000310053, BC044659, ENST00000392913, ENST00000392912",NM_003071
8091385,chr3,-,150373220,150422519,chr3,-,150372979,150422522,CP,189,"NM_000096, ENST00000264613, BC146663",NM_000096
8091402,chr3,-,150519452,150534160,chr3,-,150519451,150534160,TM4SF18,192,"NM_138786, ENST00000296059, AL833134",ENST00000296059
8091411,chr3,-,150569495,150578258,chr3,-,150569500,150578125,TM4SF1,200,"NM_014220, ENST00000305366, BC008442, ENST00000383054",BC008442
8091422,chr3,-,150720722,150903750,chr3,-,150720721,150858472,WWTR1,0,"NM_015472, ENST00000392897, BC014052",NM_015472
8091432,chr3,-,150941221,150952968,chr3,-,150941220,150952968,COMMD2,112,"NM_016094, ENST00000232863, AF059618",NM_016094
8091444,chr3,-,151117840,151117926,chr3,-,151117839,151117926,---,0,ENST00000386025,ENST00000386025
8091446,chr3,-,151165381,151171586,chr3,-,151165384,151171398,PFN2,208,"NM_053024, NM_002628, ENST00000239940, BC018049",BC018049
8091456,chr3,-,151278206,151278308,chr3,-,151277973,151280596,---,0,BC037912,BC037912
8091458,chr3,-,151742470,151803651,chr3,-,151742469,151747118,SERP1,171,"NM_014445, ENST00000239944, AK125413",NM_014445
8091469,chr3,-,151860362,151904432,chr3,-,151860364,151904432,C3orf44,113,"NM_152394, ENST00000295910, BC036239",NM_152394
8091485,chr3,-,151941600,151963953,chr3,-,151941874,151963854,SIAH2,189,"NM_005067, ENST00000312960, U76248",U76248
8091491,chr3,-,152126640,152173476,chr3,-,152127043,152173476,CLRN1,248,"NM_052995, NM_174878, ENST00000295911, ENST00000327047, AF388366",NM_174878
8091503,chr3,-,152398309,152403669,chr3,-,152398308,152403678,GPR171,219,"NM_013308, ENST00000309180, BC036815",NM_013308
8091511,chr3,-,152412595,152478847,chr3,-,152412594,152478920,P2RY14,205,"NM_014879, NM_001081455, ENST00000309170, BC034989",NM_014879
8091515,chr3,-,152494581,152517326,chr3,-,152494565,152517326,GPR87,252,"NM_023915, ENST00000260843, AB031548",NM_023915
8091523,chr3,-,152526786,152530025,chr3,-,152526785,152529643,P2RY13,222,"NM_023914, NM_176894, ENST00000325602, AF295368",AF295368
8091530,chr3,-,152538066,152585234,chr3,-,152538065,152541275,P2RY12,233,"NM_022788, NM_176876, ENST00000302632, BC017898",NM_176876
8091537,chr3,-,152637004,152659187,chr3,-,152637166,152659187,IGSF10,204,"NM_178822, ENST00000282466, AY273815",NM_178822
8091546,chr3,-,153540177,153541469,chr3,-,153540176,153541469,TMEM14E,230,"NM_001123228, AY358260",NM_001123228
8091552,chr3,-,154334698,154335000,chr3,-,154334697,154335000,---,0,ENST00000385978,ENST00000385978
8091556,chr3,-,154671945,154672050,chr3,-,154671944,154672050,---,57,ENST00000384593,ENST00000384593
8091558,chr3,-,154859341,154859403,chr3,-,154859340,154859403,---,0,ENST00000385938,ENST00000385938
8091560,chr3,-,155207845,155207981,chr3,-,155207845,155207981,---,0,ENST00000364528,ENST00000364528
8091562,chr3,-,155476151,155524971,chr3,-,155476150,155524980,DHX36,151,"NM_020865, NM_001114397, ENST00000329463, AF217190",NM_020865
8091588,chr3,-,155538155,155630198,chr3,-,155538154,155630198,GPR149,141,"NM_001038705, ENST00000389740, DQ318360",NM_001038705
8091595,chr3,-,156438260,156441340,chr3,-,156438259,156441340,FLJ46120,0,AK128002,AK128002
8091600,chr3,-,156576063,156904691,chr3,-,156680364,156904691,PLCH1,0,"NM_014996, ENST00000340059, ENST00000334686, AY691170",NM_014996
8091627,chr3,-,156638017,156638299,chr3,-,156638016,156638299,---,0,ENST00000385927,ENST00000385927
8091629,chr3,-,156963095,157006755,chr3,-,156963246,157006770,C3orf33,146,"AK289890, NM_173657, ENST00000397864, ENST00000340171",AK289890
8091637,chr3,-,157027009,157054889,chr3,-,157028064,157054861,SLC33A1,114,"NM_004733, ENST00000359479, ENST00000392845, D88152",NM_004733
8091648,chr3,-,157741237,157755629,chr3,-,157741236,157755629,SSR3,181,"NM_007107, ENST00000265044, AF110647",NM_007107
8091658,chr3,-,158348279,158361176,chr3,-,158348281,158360618,CCNL1,229,"NM_020307, ENST00000295926, BC038394",BC038394
8091676,chr3,-,158374399,158374523,chr3,-,158374398,158374523,---,0,ENST00000385921,ENST00000385921
8091678,chr3,-,158460225,158704109,chr3,-,158460227,158703830,VEPH1,178,"NM_024621, ENST00000362010, ENST00000392832, AB051479",ENST00000362010
8091696,chr3,-,159131006,159131208,chr3,-,159131005,159131208,---,0,ENST00000385918,ENST00000385918
8091698,chr3,-,159296494,159306646,chr3,-,159296494,159306646,SHOX2,245,"NM_006884, NM_003030, ENST00000389589, ENST00000313019, BC008829",NM_006884
8091712,chr3,-,159314939,159315798,chr3,-,159314938,159315798,---,61,AF257098,AF257098
8091715,chr3,-,159866884,159873176,chr3,-,159866899,159873111,LXN,151,"NM_020169, ENST00000264265, AF282626",AF282626
8091723,chr3,-,159897591,159932969,chr3,-,159897590,159932969,RARRES1,213,"NM_206963, NM_002888, ENST00000237696, BC029640",NM_206963
8091733,chr3,-,161008977,161009053,chr3,-,161008976,161009053,---,0,ENST00000385916,ENST00000385916
8091735,chr3,-,161427938,161428203,chr3,-,161427935,161650311,---,77,"BC033011, uc003fda.1",BC033011
8091737,chr3,-,161457482,161600014,chr3,-,161457481,161600014,IFT80,264,"NM_020800, ENST00000326448, AK303410",NM_020800
8091757,chr3,-,161635595,161650320,chr3,-,161635984,161650320,TRIM59,210,"NM_173084, ENST00000309784, AY159379",NM_173084
8091764,chr3,-,161700649,161766070,chr3,-,161700655,161766070,KPNA4,200,"NM_002268, ENST00000334256, BC028691",NM_002268
8091778,chr3,-,161715389,161715718,chr3,-,161715388,161715718,SCARNA7,0,NR_003001,NR_003001
8091780,chr3,-,162284365,162305854,chr3,-,162284364,162305854,B3GALNT1,137,"NM_001038628, NM_033167, NM_003781, NM_033168, NM_033169, ENST00000392781, ENST00000392780, ENST00000320474, ENST00000392779, BC028571",NM_001038628
8091799,chr3,-,162545274,162573215,chr3,-,162545282,162573362,C3orf57,191,"NM_001040100, ENST00000359175, AK123348, ENST00000318659",AK123348
8091809,chr3,-,162669666,162669747,chr3,-,162669665,162669747,---,0,ENST00000385890,ENST00000385890
8091811,chr3,-,166179375,166278976,chr3,-,166179379,166278976,SI,191,"NM_001041, ENST00000264382, BC132834",NM_001041
8091861,chr3,-,166323197,166323305,chr3,-,166323194,166323305,---,0,ENST00000363182,ENST00000363182
8091863,chr3,-,166387202,166397188,chr3,-,166387201,166397163,SLITRK3,263,"NM_014926, ENST00000241274, BC114621",NM_014926
8091867,chr3,-,166973386,167037944,chr3,-,166973385,167037947,BCHE,207,"NM_000055, ENST00000264381, M16541",NM_000055
8091875,chr3,-,167360423,167360490,chr3,-,167360422,167360490,---,0,ENST00000385879,ENST00000385879
8091879,chr3,-,167361600,167361667,chr3,-,167361599,167361667,---,0,ENST00000385874,ENST00000385874
8091881,chr3,-,167427904,167427969,chr3,-,167427903,167427969,---,0,ENST00000385868,ENST00000385868
8091883,chr3,-,167433690,167433760,chr3,-,167433689,167433760,---,0,ENST00000385866,ENST00000385866
8091885,chr3,-,167870485,167870608,chr3,-,167870484,167870608,---,0,ENST00000385864,ENST00000385864
8091887,chr3,-,168440769,168580765,chr3,-,168440770,168580765,ZBBX,215,"NM_024687, ENST00000392767, AK026702, BC034229",NM_024687
8091910,chr3,-,168642417,168674515,chr3,-,168642416,168674512,SERPINI2,237,"NM_006217, ENST00000264677, BC027859",NM_006217
8091922,chr3,-,168679166,168853983,chr3,-,168679166,168853983,WDR49,199,"NM_178824, ENST00000308378, BC035512",NM_178824
8091941,chr3,-,168884388,168935345,chr3,-,168884388,168935288,PDCD10,254,"NM_007217, NM_145859, NM_145860, ENST00000392750, ENST00000337295, ENST00000392751, BC002506",NM_007217
8091954,chr3,-,169209925,169296363,chr3,-,169210347,169295780,GOLIM4,250,"NM_014498, ENST00000309027, U55853",U55853
8091972,chr3,-,170283999,170348216,chr3,-,170283980,170347094,EVI1,285,"NM_001105078, NM_001105077, NM_005241, ENST00000264674, ENST00000392737, BC130520",NM_001105078
8091991,chr3,-,170349580,170864168,chr3,-,170283980,170864257,MDS1,240,"NM_004991, ENST00000382851, U43292",NM_004991
8091998,chr3,-,170920669,170920775,chr3,-,170920668,170920775,---,0,ENST00000384050,ENST00000384050
8092000,chr3,-,170965092,170965529,chr3,-,170965091,170965542,TERC,182,NR_001566,NR_001566
8092002,chr3,-,170967407,170970377,chr3,-,170967406,170970377,ARPM1,194,"NM_032487, ENST00000330368, AK055346",NM_032487
8092009,chr3,-,170993955,171013025,chr3,-,170993957,171013006,LRRC34,142,"NM_153353, ENST00000316515, AK293661",NM_153353
8092021,chr3,-,171039661,171070453,chr3,-,171039722,171070354,LRRC31,125,"NM_024727, ENST00000316428, AY358138",NM_024727
8092035,chr3,-,171297352,171382229,chr3,-,171288061,171382231,PHC3,117,"NM_024947, ENST00000308547, AF444193",NM_024947
8092053,chr3,-,171662045,171662440,chr3,-,171660035,171786557,SLC7A14,228,NM_020949,NM_020949
8092055,chr3,-,171667255,171786552,chr3,-,171660035,171786557,SLC7A14,222,"NM_020949, ENST00000231706, BC022968",NM_020949
8092065,chr3,-,172042581,172042655,chr3,-,172042580,172042655,---,0,ENST00000385802,ENST00000385802
8092067,chr3,-,172066749,172073165,chr3,-,172065358,172070739,RPL22L1,101,"NM_001099645, ENST00000295830, BC107708",NM_001099645
8092073,chr3,-,172088898,172109120,chr3,-,172088897,172109120,EIF5A2,182,"NM_020390, ENST00000295822, AY205261",NM_020390
8092081,chr3,-,172195352,172195516,chr3,-,172195352,172195516,---,0,ENST00000362618,ENST00000362618
8092083,chr3,-,172196831,172227462,chr3,-,172196830,172227462,SLC2A2,137,"NM_000340, ENST00000314251, J03810, ENST00000382808",NM_000340
8092095,chr3,-,172262986,172660812,chr3,-,172262985,172660812,TNIK,130,"NM_015028, BC150256, ENST00000284483",BC150256
8092132,chr3,-,172704728,172704834,chr3,-,172704727,172704834,---,0,ENST00000384386,ENST00000384386
8092134,chr3,-,172800889,173010938,chr3,-,172801311,173010967,PLD1,151,"NM_002662, ENST00000351298, ENST00000356327, BC068976, ENST00000342215",NM_002662
8092162,chr3,-,172992274,173010408,chr3,-,172992273,173010408,PP13439,151,ENST00000331659,ENST00000331659
8092165,chr3,-,173645617,173648940,chr3,-,173645616,173648940,GHSR,161,"NM_198407, NM_004122, ENST00000241256, AY429112",ENST00000241256
8092169,chr3,-,173706158,173723963,chr3,-,173706157,173723963,TNFSF10,136,"NM_003810, ENST00000241261, BC032722, ENST00000382750",NM_003810
8092177,chr3,-,173831129,173911702,chr3,-,173831129,173911702,AADACL1,190,"NM_020792, ENST00000273512, BC028734",NM_020792
8092183,chr3,-,173971761,173971889,chr3,-,173971760,173971889,---,41,ENST00000363485,ENST00000363485
8092185,chr3,-,173996907,173997042,chr3,-,173996896,173997042,---,0,ENST00000364588,ENST00000364588
8092187,chr3,-,174089841,174341700,chr3,-,174089840,174341726,SPATA16,73,"NM_031955, ENST00000351008, BC034496",NM_031955
8092199,chr3,-,176597729,176597827,chr3,-,176597724,176597827,---,0,ENST00000362922,ENST00000362922
8092201,chr3,-,178221236,178397734,chr3,-,178221235,178397742,TBL1XR1,175,"NM_024665, ENST00000352800, BX648935",NM_024665
8092218,chr3,-,178321175,178321282,chr3,-,178321172,178321282,---,0,ENST00000364473,ENST00000364473
8092220,chr3,-,178326499,178326602,chr3,-,178326498,178326602,---,0,ENST00000364012,ENST00000364012
8092222,chr3,-,178703866,178704034,chr3,-,178703865,178704034,---,0,ENST00000385736,ENST00000385736
8092224,chr3,-,178824764,178824891,chr3,-,178824763,178824891,---,0,ENST00000363418,ENST00000363418
8092226,chr3,-,179208154,179208261,chr3,-,179208153,179208261,---,0,ENST00000362988,ENST00000362988
8092228,chr3,-,179629682,179629771,chr3,-,179629681,179629771,---,0,ENST00000385728,ENST00000385728
8092230,chr3,-,180224196,180272278,chr3,-,180224218,180272278,ZMAT3,213,"NM_022470, NM_152240, ENST00000311417, BC002896",NM_022470
8092239,chr3,-,180369567,180369692,chr3,-,180369564,180369692,---,0,ENST00000365087,ENST00000365087
8092241,chr3,-,180440483,180467532,chr3,-,180443287,180467532,KCNMB3,168,"NM_171830, NM_171828, NM_171829, NM_014407, ENST00000392685, ENST00000314235, ENST00000349697, ENST00000392686, AF160968",NM_171828
8092251,chr3,-,180599696,180652065,chr3,-,180601340,180651959,GNB4,231,"NM_021629, ENST00000232564, AK297174",AK297174
8092265,chr3,-,180788947,180805128,chr3,-,180788948,180805128,MRPL47,73,"NM_020409, NM_177988, ENST00000259038, ENST00000392659, AY212270",NM_020409
8092275,chr3,-,180815259,180815360,chr3,-,180815258,180815360,---,0,ENST00000385712,ENST00000385712
8092277,chr3,-,181000744,181237419,chr3,-,181000743,181237211,PEX5L,170,"NM_016559, ENST00000263963, BC036183",NM_016559
8092295,chr3,-,181831936,181909307,chr3,-,181814489,181879977,CCDC39,172,"NM_181426, ENST00000273654, AK304270",NM_181426
8092312,chr3,-,181936887,181937185,chr3,-,181936886,181937185,---,0,ENST00000385690,ENST00000385690
8092314,chr3,-,182184191,182190224,chr3,-,182184197,182190224,DNAJC19,165,"NM_145261, ENST00000382564, BC073989",NM_145261
8092321,chr3,-,184142854,184186414,chr3,-,184143252,184181020,DCUN1D1,105,"NM_020640, ENST00000292782, BC009478",NM_020640
8092328,chr3,-,184215700,184300059,chr3,-,184215699,184300059,MCCC1,67,"NM_020166, ENST00000265594, AF310339",NM_020166
8092348,chr3,-,184322697,184363317,chr3,-,184322696,184363361,LAMP3,59,"NM_014398, ENST00000265598, BC032940",NM_014398
8092358,chr3,-,184378525,184628567,chr3,-,184378524,184628549,MCF2L2,126,"NM_015078, ENST00000328913, AY172737",NM_015078
8092390,chr3,-,184458793,184458897,chr3,-,184458781,184458898,---,236,ENST00000365632,ENST00000365632
8092392,chr3,-,184688013,184756193,chr3,-,184688012,184756193,KLHL6,141,"NM_130446, ENST00000341319, AF441792, ENST00000392603",NM_130446
8092404,chr3,-,185016364,185026059,chr3,-,185016357,185026087,MAP6D1,195,"NM_024871, ENST00000318631, BC006434",NM_024871
8092409,chr3,-,185029867,185085387,chr3,-,185029866,185085387,PARL,116,"NM_018622, NM_001037639, ENST00000317096, ENST00000311101, BC003653",NM_018622
8092418,chr3,-,185120413,185218421,chr3,-,185120419,185218360,ABCC5,223,"NM_005688, NM_001023587, ENST00000334444, ENST00000382494, ENST00000392578, U83661",U83661
8092455,chr3,-,185287275,185287385,chr3,-,185287272,185287385,---,5,ENST00000384621,ENST00000384621
8092457,chr3,-,185442811,185449440,chr3,-,185442810,185449453,ALG3,141,"NM_005787, ENST00000397676, BC002839",NM_005787
8092468,chr3,-,185459697,185461945,chr3,-,185459696,185461945,CAMK2N2,127,"NM_033259, ENST00000296238, BC105077",NM_033259
8092473,chr3,-,185546670,185562084,chr3,-,185547033,185562085,CLCN2,196,"NM_004366, ENST00000265593, BC072004",NM_004366
8092501,chr3,-,185572467,185578626,chr3,-,185572466,185578626,THPO,267,"NM_000460, ENST00000204615, L33410",NM_000460
8092514,chr3,-,185910849,185912530,chr3,-,185910848,185912530,MAGEF1,201,"NM_022149, ENST00000317897, BC010056",NM_022149
8092520,chr3,-,186278532,186353496,chr3,-,186278531,186353496,C3orf70,170,"BC137179, NM_001025266, ENST00000335012",NM_001025266
8092523,chr3,-,186391106,186454531,chr3,-,186391105,186454531,EHHADH,50,"NM_001966, ENST00000231887, BC038948",NM_001966
8092532,chr3,-,186617865,186619315,chr15,-,64578706,64584238,EHHADH,0,"GENSCAN00000039475, NM_000968, ENST00000307961, D23660",NM_000968
8092534,chr3,-,186691468,186699516,chr3,-,186690082,186699539,TMEM41A,178,"NM_080652, ENST00000296254, AK290878, ENST00000382227",NM_080652
8092541,chr3,-,186708264,186753063,chr3,-,186708263,186753063,LIPH,116,"NM_139248, ENST00000296252, AY093498",NM_139248
8092552,chr3,-,186844221,187025521,chr3,-,186844276,187025506,IGF2BP2,173,"NM_006548, NM_001007225, ENST00000382199, ENST00000346192, BC021290",BC021290
8092564,chr3,-,187117226,187138495,chr3,-,187117810,187138485,SFRS10,179,"NM_004593, ENST00000392502, U61267, ENST00000259043",ENST00000392502
8092578,chr3,-,187246804,187309571,chr3,-,187246799,187309595,ETV5,217,"NM_004454, ENST00000306376, BC007333",NM_004454
8092594,chr3,-,187276789,187277065,chr3,-,187276788,187277065,---,0,ENST00000385641,ENST00000385641
8092596,chr3,-,187349706,187562697,chr3,-,187347683,187562717,DGKG,234,"NM_001346, NM_001080744, NM_001080745, ENST00000265022, ENST00000344484, ENST00000382164, D26135",NM_001346
8092621,chr3,-,187738926,187747185,chr3,-,187738925,187744861,CRYGS,120,"NM_017541, ENST00000307944, BC070241",NM_017541
8092627,chr3,-,187746822,187767823,chr3,-,187746551,187767835,TBCCD1,178,"NM_018138, ENST00000338733, BC025748",NM_018138
8092638,chr3,-,187972324,187972430,chr3,-,187972323,187972430,---,49,ENST00000384774,ENST00000384774
