name,chr,strand,start,end,symbol,selected_identifier
8121557,chr6,+,112904620,112904721,---,ENST00000386079
8121559,chr6,+,113399387,113399494,---,ENST00000364516
8121561,chr6,+,114267158,114267501,LOC100132053,ENST00000405495
8121563,chr6,+,114285219,114291345,MARCKS,NM_002356
8121569,chr6,+,114331994,114349499,FLJ34503,ENST00000314481
8121578,chr6,+,116528691,116673546,NT5DC1,NM_152729
8121588,chr6,+,116707975,116866135,DSE,NM_001080976
8121596,chr6,+,116889248,116891627,FAM26F,NM_001010919
8121601,chr6,+,116939500,116946402,FAM26E,NM_153711
8121605,chr6,+,116956887,116986724,FAM26D,NM_153036
8121613,chr6,+,116999275,117021129,RWDD1,NM_016104
8121622,chr6,+,117044334,117060841,RSHL3,NM_001010892
8121632,chr6,+,117109059,117169723,KPNA5,NM_002269
8121649,chr6,+,117305068,117360001,RFX6,NM_173560
8121670,chr6,+,117488537,117488655,---,ENST00000363378
8121672,chr6,+,117693429,117701418,VGLL2,NM_182645
8121681,chr6,+,117727221,117727419,---,ENST00000386049
8121683,chr6,+,117729305,117729499,---,ENST00000386045
8121685,chr6,+,117910512,117997713,DCBLD1,NM_173674
8121712,chr6,+,118335381,118745532,SLC35F1,NM_001029858
8121725,chr6,+,118929821,118930274,BRD7P3,AF167351
8121727,chr6,+,118930478,118931687,---,BC033937
8121729,chr6,+,118976134,118988280,PLN,NM_002667
8121734,chr6,+,119255961,119270892,ASF1A,AF151856
8121739,chr6,+,119420743,119420835,---,ENST00000386038
8121741,chr6,+,119690144,119690249,---,ENST00000363862
8121743,chr6,+,120625130,120625246,---,ENST00000386031
8121747,chr6,+,121717198,121717305,---,ENST00000383871
8121749,chr6,+,121798443,121812572,GJA1,NM_000165
8121755,chr6,+,122574492,122574656,---,ENST00000363062
8121757,chr6,+,122762394,122795963,HSF2,NM_004506
8121768,chr6,+,123080404,123088736,PKIB,ENST00000354275
8121782,chr6,+,123108183,123108352,---,ENST00000385982
8121784,chr6,+,123142344,123146917,FABP7,NM_001446
8121794,chr6,+,123151669,123172563,SMPDL3A,NM_006714
8121803,chr6,+,123360303,123427311,RLBP1L2,ENST00000368437
8121814,chr6,+,124166984,125188502,NKAIN2,ENST00000368417
8121825,chr6,+,125346212,125446360,RNF217,NM_152553
8121838,chr6,+,125517118,125626343,TPD52L1,NM_001003395
8121850,chr6,+,126112424,126124108,HEY2,NM_012259
8121861,chr6,+,126153693,126293959,NCOA7,NM_181782
8121884,chr6,+,126238006,126238227,---,ENST00000385976
8121886,chr6,+,126319553,126343082,HINT3,NM_138571
8121895,chr6,+,126349268,126402113,TRMT11,NM_001031712
8121911,chr6,+,126702945,126711446,C6orf173,NM_001012507
8121916,chr6,+,127481511,127559685,RSPO3,BC022367
8121927,chr6,+,127629712,127651197,RNF146,NM_030963
8121936,chr6,+,127940011,127954656,C6orf58,AK303850
8121943,chr6,+,128947227,128947329,---,ENST00000384255
8121945,chr6,+,128976038,128976143,---,ENST00000385942
8121947,chr6,+,129061476,129061563,---,ENST00000385937
8121949,chr6,+,129245978,129879403,LAMA2,NM_000426
8122013,chr6,+,130381426,130504278,L3MBTL3,NM_032438
8122038,chr6,+,130728571,130805901,TMEM200A,ENST00000296978
8122045,chr6,+,131613196,131646366,AKAP7,NM_138633
8122058,chr6,+,131936057,131947161,ARG1,NM_000045
8122071,chr6,+,132000134,132110243,ENPP3,NM_005021
8122099,chr6,+,132170848,132257988,ENPP1,NM_006208
8122125,chr6,+,132183166,132183486,---,ENST00000364025
8122127,chr6,+,132901119,132902168,TAAR9,NM_175057
8122129,chr6,+,132915524,132916553,TAAR8,NM_053278
8122131,chr6,+,132933153,132934191,TAAR6,NM_175067
8122136,chr6,+,133177400,133180396,RPS12,NM_001016
8122142,chr6,+,133177400,133180399,SNORD101,AK096147
8122144,chr6,+,133177400,133180399,SNORA33,AK096147
8122146,chr6,+,133462911,133469173,LOC285735,BC101702
8122150,chr6,+,133604187,133894951,EYA4,NM_004100
8122174,chr6,+,133635635,133635859,---,ENST00000385912
8122176,chr6,+,134251952,134255084,TCF21,NM_003206
8122182,chr6,+,134315993,134350322,TBPL1,NM_004865
8122196,chr6,+,134619865,134619974,---,ENST00000363188
8122198,chr6,+,134645922,134646024,---,ENST00000364439
8122200,chr6,+,135037473,135037741,---,ENST00000385892
8122202,chr6,+,135544145,135582003,MYB,NM_005375
8122222,chr6,+,136214495,136554942,PDE7B,AK290582
8122240,chr6,+,136993070,136993186,---,ENST00000390940
8122242,chr6,+,137185394,137276764,PEX7,NM_000288
8122256,chr6,+,137285094,137288469,SLC35D3,NM_001008783
8122259,chr6,+,137297595,137297697,---,ENST00000384518
8122263,chr6,+,138147203,138147316,---,ENST00000384570
8122265,chr6,+,138230150,138246135,TNFAIP3,BC064689
8122277,chr6,+,138358099,138358977,---,ENST00000403415
8122279,chr6,+,138704093,138707441,KIAA1244,BC022980
8122317,chr6,+,138767028,138776275,HEBP2,NM_014320
8122327,chr6,+,139136504,139156147,CCDC28A,ENST00000332797
8122336,chr6,+,139391511,139406132,C6orf115,NM_021243
8122343,chr6,+,139497933,139543630,HECA,BC070068
8122348,chr6,+,142510086,142581897,VTA1,ENST00000367621
8122365,chr6,+,142664748,142809096,GPR126,NM_020455
8122396,chr6,+,143423715,143703134,AIG1,NM_016108
8122405,chr6,+,143799045,143799540,---,ENST00000402141
8122409,chr6,+,143813809,143852834,PEX3,ENST00000367591
8122426,chr6,+,143971009,144194015,PHACTR2,NM_014721
8122440,chr6,+,144206200,144226636,LTV1,NM_032860
8122452,chr6,+,144227265,144301176,FAM164B,NM_001013623
8122457,chr6,+,144513346,144554769,STX11,NM_003764
8122464,chr6,+,144649182,144842668,UTRN,AK292506
8122537,chr6,+,146390474,146800424,GRM1,NM_001114329
8122552,chr6,+,146703250,146703338,---,ENST00000385829
8122554,chr6,+,146906520,146917779,RAB32,NM_006834
8122561,chr6,+,146961828,147178290,C6orf103,NM_024694
8122598,chr6,+,147002532,147002635,---,ENST00000384734
8122600,chr6,+,147566567,147748584,STXBP5,ENST00000321680
8122634,chr6,+,147871755,147932850,SAMD5,NM_001030060
8122637,chr6,+,148705421,148914877,SASH1,NM_015278
8122658,chr6,+,148641500,148641607,---,ENST00000384615
8122660,chr6,+,149109963,149439819,UST,NM_005715
8122670,chr6,+,149654180,149654445,---,ENST00000385813
8122672,chr6,+,149680755,149774442,MAP3K7IP2,NM_015093
8122684,chr6,+,149763187,149763875,SUMO4,NM_001002255
8122689,chr6,+,149929102,149953748,C6orf72,AY358952
8122699,chr6,+,149956838,149957411,LOC645958,BC071678
8122701,chr6,+,149957453,149957588,---,ENST00000365473
8122703,chr6,+,149994265,149994378,---,ENST00000384562
8122705,chr6,+,150112272,150165359,PCMT1,ENST00000367378
8122717,chr6,+,150226326,150282337,RAET1G,BC016788
8122720,chr6,+,150304828,150312061,ULBP2,NM_025217
8122724,chr6,+,150326835,150336539,ULBP1,NM_025218
8122732,chr6,+,150340753,150341242,---,ENST00000309074
8122734,chr6,+,150505378,150613182,PPP1R14C,ENST00000361131
8122740,chr6,+,150527412,150527515,---,ENST00000385792
8122742,chr6,+,150706851,150706975,---,ENST00000385781
8122744,chr6,+,150731720,150767457,IYD,NM_203395
8122756,chr6,+,151096461,151203893,PLEKHG1,BC140864
8122773,chr6,+,151228383,151464716,MTHFD1L,NM_015440
8122803,chr6,+,151302054,151302157,---,ENST00000365249
8122805,chr6,+,151564168,151564273,---,ENST00000385774
8122807,chr6,+,151688358,151721385,AKAP12,NM_144497
8122818,chr6,+,151815365,151832925,C6orf211,BC011348
8122827,chr6,+,151856867,151984020,C6orf97,NM_025059
8122840,chr6,+,152167258,152461881,ESR1,ENST00000347491
8122843,chr6,+,152168500,152466101,ESR1,NM_001122741
8122856,chr6,+,152271965,152272038,---,ENST00000385759
8122858,chr6,+,152773102,152773222,---,ENST00000365174
8122860,chr6,+,153060722,153087408,MYCT1,NM_025107
8122865,chr6,+,153113625,153122593,VIP,NM_003381
8122879,chr6,+,154029224,154029292,---,ENST00000385730
8122881,chr6,+,154030933,154031004,---,ENST00000385727
8122883,chr6,+,154031349,154031416,---,ENST00000385724
8122885,chr6,+,154044274,154044381,---,ENST00000362376
8122887,chr6,+,154402135,154482286,OPRM1,NM_000914
8122909,chr6,+,155096203,155196886,RBM16,NM_014892
8122933,chr6,+,155579788,155620549,TIAM2,NM_001010927
8122966,chr6,+,155626838,155639371,CLDN20,NM_001001346
8122969,chr6,+,156741575,156741650,---,ENST00000390993
8122971,chr6,+,157140777,157572094,ARID1B,NM_020732
8122982,chr6,+,157722544,158014965,ZDHHC14,NM_024630
8122986,chr6,+,158164309,158286097,SNX9,AF172847
8123006,chr6,+,158322906,158439556,SYNJ2,NM_003898
8123038,chr6,+,158509366,158540354,GTF2H5,NM_207118
8123044,chr6,+,158653679,158852844,TULP4,NM_020245
8123060,chr6,+,158778816,158779108,---,ENST00000385699
8123062,chr6,+,158877455,158976455,TMEM181,NM_020823
8123080,chr6,+,159002352,159105742,SYTL3,ENST00000367081
8123104,chr6,+,159510416,159613130,FNDC1,NM_032532
8123129,chr6,+,160068609,160090443,WTAP,NM_152857
8123137,chr6,+,160102978,160120077,ACAT2,NM_005891
8123148,chr6,+,160131481,160139451,MRPL18,NM_014161
8123155,chr6,+,160141290,160161725,PNLDC1,NM_173516
8123176,chr6,+,160247711,160249095,MAS1,M13150
8123181,chr6,+,160310120,160447573,IGF2R,NM_000876
8123230,chr6,+,160434103,160437234,LOC729603,NR_003288
8123232,chr6,+,160462852,160499740,SLC22A1,NM_003057
8123246,chr6,+,160689414,160796004,SLC22A3,NM_021977
8123259,chr6,+,161043263,161094337,PLG,NM_000301
8123274,chr6,+,161332748,161458406,MAP3K4,ENST00000392142
8123303,chr6,+,163069257,163656009,PACRG,ENST00000337019
8123313,chr6,+,163567931,163568024,---,ENST00000385672
8123315,chr6,+,163755664,163911166,QKI,NM_206855
8123334,chr6,+,166321104,166323093,LOC441177,BC110806
8123336,chr6,+,166433330,166433402,---,ENST00000363572
8123338,chr6,+,166542880,166542984,---,ENST00000364422
8123340,chr6,+,166865358,166867699,---,AK098358
8123342,chr6,+,167332805,167374056,FGFR1OP,NM_007045
8123362,chr6,+,167332882,167472614,CCR6,ENST00000283506
8123364,chr6,+,167332882,167472614,CCR6,ENST00000283506
8123372,chr6,+,167332882,167472614,CCR6,ENST00000283506
8123388,chr6,+,167624792,167649491,UNC93A,NM_018974
8123398,chr6,+,167658563,167676167,TTLL2,NM_031949
8123407,chr6,+,167970661,168095791,MLLT4,U02478
8123437,chr6,+,168161401,168188618,KIF25,NM_030615
8123446,chr6,+,168584679,168810595,SMOC2,ENST00000354536
8123463,chr6,+,169844181,169848326,C6orf120,BC051700
8123467,chr6,+,169893645,169923542,C6orf70,NM_018341
8123488,chr6,+,169932341,169944894,C6orf208,AK023224
8123494,chr6,+,170457768,170556162,FAM120B,NM_032448
8123507,chr6,+,170705395,170723872,TBP,NM_003194
8123524,chr6,-,430137,638109,EXOC2,NM_018303
8123558,chr6,-,600938,601964,HUS1B,NM_148959
8123562,chr6,-,1569039,2190845,GMDS,NM_001500
8123579,chr6,-,2567145,2579836,C6orf195,AK056496
8123584,chr6,-,2608861,2696153,MYLK4,NM_001012418
8123598,chr6,-,2778732,2787080,SERPINB1,NM_030666
8123606,chr6,-,2799890,2821743,MGC39372,BC025340
8123609,chr6,-,2832504,2848544,SERPINB9,NM_004155
8123621,chr6,-,2893391,2907341,SERPINB6,ENST00000380524
8123637,chr6,-,2964213,2969129,LOC401233,AK128391
8123642,chr6,-,3033952,3034042,---,ENST00000387127
8123644,chr6,-,3098900,3102782,TUBB2A,NM_001069
8123651,chr6,-,3169494,3172967,TUBB2B,NM_178012
8123658,chr6,-,3214206,3401792,SLC22A23,NM_015482
8123678,chr6,-,3667883,3684125,C6orf145,ENST00000380277
8123685,chr6,-,4013600,4024390,C6orf146,BC039349
8123695,chr6,-,4060926,4080830,PECI,NM_206836
8123714,chr6,-,4754887,4756622,---,AF090908
8123717,chr6,-,4940278,4949270,RPP40,NM_006638
8123726,chr6,-,4991185,4991334,---,ENST00000387189
8123728,chr6,-,5053652,5206171,LYRM4,NM_020408
8123737,chr6,-,5863788,5864076,---,ENST00000387197
8123739,chr6,-,5943231,5952632,NRN1,NM_016588
8123744,chr6,-,6089309,6265923,F13A1,NM_000129
8123760,chr6,-,6305822,6567927,RP3-398D13.1,AK091027
8123763,chr6,-,6883838,6884129,---,ENST00000387200
8123765,chr6,-,7132813,7132918,---,ENST00000364613
8123767,chr6,-,7226286,7258540,SSR1,NM_003144
8123780,chr6,-,7271889,7334622,CAGE1,BC026194
8123800,chr6,-,7461726,7462110,---,ENST00000305820
8123802,chr6,-,7826750,7856040,TXNDC5,NM_030810
8123819,chr6,-,8024634,8047827,EEF1E1,NM_004280
8123825,chr6,-,8358305,8380624,SLC35B3,ENST00000379660
8123843,chr6,-,10005084,10047547,OFCC1,ENST00000331403
8123864,chr6,-,10504901,10523456,TFAP2A,NM_003220
8123876,chr6,-,10537581,10543041,C6orf218,BC016666
8123884,chr6,-,10779641,10802824,C6orf52,BC016820
8123889,chr6,-,10782876,10782987,---,ENST00000364178
8123891,chr6,-,10861007,10861145,---,ENST00000386511
8123893,chr6,-,10870941,10946714,MAK,ENST00000313243
8123910,chr6,-,10981441,10990084,GCM2,NM_004752
8123920,chr6,-,11088978,11152610,ELOVL2,NM_017770
8123929,chr6,-,11210709,11220057,HERV-FRD,NM_207582
8123936,chr6,-,11291517,11340901,NEDD9,NM_006403
8123949,chr6,-,11611727,11611890,---,ENST00000365443
8123951,chr6,-,11821894,11887052,C6orf105,BC007011
8123959,chr6,-,12514703,12514999,---,ENST00000387261
8123961,chr6,-,13413164,13436749,TBC1D7,NM_016495
8123976,chr6,-,13471797,13595766,GFOD1,NM_018988
8123981,chr6,-,13577489,13594394,C6orf114,AF264036
8123985,chr6,-,13723706,13729106,---,AF130102
8123989,chr6,-,13729708,13819775,RANBP9,NM_005493
8124008,chr6,-,13898998,13922768,CCDC90A,NM_001031713
8124018,chr6,-,15255292,15255376,---,ENST00000387315
8124020,chr6,-,15432576,15432682,---,ENST00000364649
8124022,chr6,-,15631784,15771250,DTNBP1,NM_183040
8124038,chr6,-,16340440,16340540,---,ENST00000384464
8124040,chr6,-,16407321,16869700,ATXN1,NM_000332
8124055,chr6,-,17333228,17333325,---,ENST00000386368
8124057,chr6,-,17639103,17639864,LOC728380,ENST00000333817
8124059,chr6,-,17723247,17814797,NUP153,NM_005124
8124082,chr6,-,17829995,17830113,---,ENST00000364545
8124086,chr6,-,17845667,17845769,---,ENST00000364572
8124088,chr6,-,17871902,18095778,KIF13A,NM_022113
8124129,chr6,-,18228696,18230830,NHLRC1,NM_198586
8124134,chr6,-,18236523,18263353,TPMT,NM_000367
8124144,chr6,-,18332378,18372778,DEK,NM_003472
8124156,chr6,-,18381374,18381476,---,ENST00000362845
8124160,chr6,-,18510162,18510262,---,ENST00000387468
8124162,chr6,-,19750636,19750739,---,ENST00000364087
8124164,chr6,-,20150958,20151150,---,ENST00000320470
8124166,chr6,-,20208913,20320649,MBOAT1,NM_001080480
8124181,chr6,-,20529858,20530097,---,ENST00000387505
8124183,chr6,-,20560582,20560683,---,ENST00000387511
8124185,chr6,-,22395456,22405709,PRL,NM_000948
8124192,chr6,-,22799291,22799434,---,ENST00000387548
8124194,chr6,-,23056172,23056329,---,ENST00000387553
8124196,chr6,-,24279961,24466259,DCDC2,NM_016356
8124211,chr6,-,24536383,24597829,GPLD1,NM_001503
8124240,chr6,-,24652310,24754362,KIAA0319,NM_014809
8124262,chr6,-,24758185,24774798,TTRAP,ENST00000341060
8124273,chr6,-,24813145,24828108,C6orf62,ENST00000378102
8124280,chr6,-,24912491,25019174,FAM65B,NM_014722
8124305,chr6,-,25139199,25139489,---,ENST00000387578
8124307,chr6,-,25189776,25246300,CMAH,ENST00000377989
8124327,chr6,-,25395638,25395740,---,ENST00000384556
8124331,chr6,-,25834269,25834769,HIST1H2AA,NM_170745
8124335,chr6,-,25839989,25840369,---,ENST00000319443
8124337,chr6,-,25891104,25940266,SLC17A1,NM_005074
8124351,chr6,-,25953306,25990493,SLC17A3,ENST00000360657
8124365,chr6,-,26020962,26038818,SLC17A2,NM_005835
8124380,chr6,-,26125238,26126019,HIST1H1A,NM_005325
8124385,chr6,-,26135102,26135459,HIST1H4B,NM_003544
8124388,chr6,-,26139795,26140267,HIST1H3B,NM_003537
8124391,chr6,-,26141298,26141775,HIST1H2AB,NM_003513
8124394,chr6,-,26151433,26151864,HIST1H2BB,NM_021062
8124397,chr6,-,26163946,26164678,HIST1H1C,NM_005319
8124402,chr6,-,26215618,26216343,HIST1H1T,NM_005323
8124406,chr6,-,26231673,26232111,HIST1H2BC,NM_003526
8124413,chr6,-,26296916,26297283,HIST1H4D,NM_003539
8124416,chr6,-,26305046,26305457,HIST1H3D,ENST00000356476
8124423,chr6,-,26323391,26324878,HIST1H2BG,BC082232
8124430,chr6,-,26342454,26343221,HIST1H1D,BC104874
8124433,chr6,-,26354817,26355184,HIST1H4G,NM_003547
8124437,chr6,-,26358348,26358814,HIST1H3F,NM_021018
8124440,chr6,-,26377612,26380022,HIST1H3G,BC012185
8124446,chr6,-,26380399,26380747,---,ENST00000362070
8124448,chr6,-,26393332,26393706,HIST1H4H,NM_003543
8124455,chr6,-,26627557,26627665,---,ENST00000362419
8124457,chr6,-,26660684,26660756,---,ENST00000387655
8124484,chr6,-,27202036,27208520,HIST1H2BJ,ENST00000406237
8124492,chr6,-,27214051,27222598,HIST1H2BK,NM_080593
8124495,chr6,-,27384810,27387980,POM121L2,ENST00000377451
8124498,chr6,-,27433581,27447283,ZNF204,NR_002722
8124500,chr6,-,27479750,27482360,LOC439938,AK095259
8124502,chr6,-,27526500,27548876,ZNF184,NM_007149
8124510,chr6,-,27883190,27883744,HIST1H2BL,BC093761
8124518,chr6,-,27890058,27890497,HIST1H2AJ,NM_021066
8124524,chr6,-,27913636,27914096,HIST1H2AK,NM_003510
8124527,chr6,-,27942548,27943338,HIST1H1B,NM_005322
8124531,chr6,-,27947601,27948078,HIST1H3I,NM_003533
8124534,chr6,-,27948904,27949268,HIST1H4L,NM_003546
8124537,chr6,-,27966071,27966549,HIST1H3J,NM_003535
8124540,chr6,-,27968455,27968942,HIST1H2AM,NM_003514
8124547,chr6,-,27986941,27988153,OR2B2,BC136881
8124549,chr6,-,28128984,28129922,---,ENST00000331641
8124551,chr6,-,28293876,28294248,LOC222699,BC126996
8124553,chr6,-,28320468,28327981,ZKSCAN4,NM_019110
8124562,chr6,-,28400496,28411890,ZNF323,AL833617
8124574,chr6,-,28454974,28475487,ZSCAN12,BC041661
8124583,chr6,-,28510162,28512100,ZSCAN23,BC101557
8124588,chr6,-,28579051,28591549,GPX6,NM_182701
8125436,chr6,-,32593131,32605984,HLA-DRB5,NM_002125
8125447,chr6,-,32735221,32744138,HLA-DQB1,ENST00000399084
8125461,chr6,-,32734411,32735194,---,ENST00000355108
8125752,chr6,-,33492304,33493650,CUTA,ENST00000374500
8125766,chr6,-,33648307,33655959,BAK1,BC110337
8125772,chr6,-,33661860,33669093,FLJ43752,AK125740
8125775,chr6,-,33773323,33787482,C6orf125,AY568085
8125780,chr6,-,33797421,33822740,IHPK3,NM_054111
8125788,chr6,-,33846968,33864874,LEMD2,BC051803
8125798,chr6,-,33870426,33879771,MLN,NM_002418
8125805,chr6,-,34097605,34209421,GRM4,NM_000841
8125818,chr6,-,34322150,34323240,C6orf1,ENST00000394990
8125825,chr6,-,34363974,34468419,NUDT3,NM_006703
8125843,chr6,-,34613557,34632069,SPDEF,NM_012391
8125850,chr6,-,34663047,34772603,C6orf106,NM_024294
8125859,chr6,-,34953533,34963782,TAF11,BC021972
8125870,chr6,-,35193826,35217165,TCP11,NM_001093728
8125887,chr6,-,35549408,35572790,TEAD3,AF142482
8125903,chr6,-,35573628,35588625,TULP1,NM_003322
8125919,chr6,-,35649344,35804336,FKBP5,ENST00000337746
8125936,chr6,-,35870737,35873080,CLPS,NM_001832
8125941,chr6,-,35908788,35996811,SRPK1,ENST00000346162
8125959,chr6,-,36019270,36100355,SLC26A8,NM_052961
8125980,chr6,-,36392568,36412563,C6orf222,BC140873
8125993,chr6,-,36441949,36464142,ETV7,ENST00000340181
8126007,chr6,-,36466308,36518644,PXT1,NM_152990
8126016,chr6,-,36526676,36526952,---,ENST00000387950
8126018,chr6,-,36569646,36623225,STK38,NM_007271
8126035,chr6,-,36816532,36915756,CPNE5,ENST00000244751
8126058,chr6,-,36930585,36950747,PPIL1,ENST00000373699
8126066,chr6,-,37044490,37061735,MTCH1,ENST00000373550
8126086,chr6,-,37287933,37333909,TMEM217,ENST00000357219
8126093,chr6,-,37326959,37327059,---,ENST00000387998
8126095,chr6,-,37558674,37575678,C6orf129,NM_138493
8126102,chr6,-,37708261,37773744,MDGA1,NM_153487
8126119,chr6,-,37908712,37908943,---,ENST00000388009
8126121,chr6,-,38244204,38671821,BTBD9,NM_152733
8126135,chr6,-,38751679,38778930,GLO1,NM_006708
8126145,chr6,-,39115356,39115739,LOC100128655,ENST00000407146
8126147,chr6,-,39180654,39190862,C6orf64,BC022007
8126153,chr6,-,39264724,39305229,KCNK5,NM_003740
8126163,chr6,-,39374754,39390214,KCNK17,NM_031460
8126173,chr6,-,39390452,39398308,KCNK16,NM_032115
8126184,chr6,-,39410853,39801159,KIF6,NM_145027
8126212,chr6,-,39616365,39616495,---,ENST00000388044
8126214,chr6,-,39981074,40010151,MOCS1,AF034374
8126238,chr6,-,40075299,40075406,---,ENST00000388047
8126240,chr6,-,40420061,40431723,FLJ41649,ENST00000373171
8126244,chr6,-,40467350,40663104,LRFN2,NM_020737
8126248,chr6,-,41102748,41114906,UNC5CL,NM_173561
8126259,chr6,-,41142505,41148246,C6orf130,BC021579
8126269,chr6,-,41225319,41230048,TREML1,NM_178174
8126279,chr6,-,41234223,41238900,TREM2,NM_018965
8126288,chr6,-,41265529,41276903,TREML2,NM_024807
8126296,chr6,-,41284428,41293663,TREML3,ENST00000332842
8126301,chr6,-,41315235,41315342,---,ENST00000390874
8126303,chr6,-,41351689,41362435,TREM1,NM_018643
8126310,chr6,-,41378181,41378288,---,ENST00000384018
8126312,chr6,-,41759695,41811324,TFEB,ENST00000373033
8126324,chr6,-,41812429,41823099,PGC,NM_002630
8126337,chr6,-,41845891,41853897,FRS3,ENST00000259748
8126347,chr6,-,41873360,41971077,USP49,NM_018561
8126360,chr6,-,41981069,41996855,MED20,NM_004275
8126369,chr6,-,41993131,41993242,---,ENST00000384641
8126371,chr6,-,42010649,42017530,CCND3,NM_001760
8126379,chr6,-,42177962,42180467,C6orf132,AK074567
8126382,chr6,-,42183123,42218335,C6orf132,ENST00000356542
8126387,chr6,-,42258999,42270672,GUCA1B,NM_002098
8126394,chr6,-,42282516,42293611,MRPS10,NM_018141
8126402,chr6,-,42300646,42527761,TRERF1,NM_033502
8126428,chr6,-,42300646,42527767,TRERF1,ENST00000372922
8126434,chr6,-,42581216,42581322,---,ENST00000388113
8126436,chr6,-,42772313,42798287,PRPH2,ENST00000230381
8126442,chr6,-,42820216,42822536,TBCC,ENST00000244625
8126446,chr6,-,42965980,42966532,LOC441150,NM_001008739
8126452,chr6,-,43039588,43054959,PEX6,NM_000287
8126474,chr6,-,43087950,43089588,MEA1,BC001754
8126482,chr6,-,43111911,43112216,---,ENST00000388134
8126484,chr6,-,43112235,43112538,---,ENST00000388143
8126486,chr6,-,43113332,43129632,CUL7,NM_014780
8126512,chr6,-,43129744,43135220,MRPL2,NM_015950
8126524,chr6,-,43301344,43305189,C6orf108,NM_199184
8126531,chr6,-,43381188,43384508,CRIP3,NM_206922
8126542,chr6,-,43411785,43445159,ZNF318,NM_014345
8126556,chr6,-,43526067,43531264,DLK2,NM_023932
8126566,chr6,-,43582682,43586059,C6orf154,BC108661
8126574,chr6,-,43587542,43592680,YIPF3,NM_015388
8126588,chr6,-,43598049,43651654,XPO5,ENST00000398799
8126629,chr6,-,43696195,43704914,GTPBP2,NM_019096
8126646,chr6,-,43747019,43763506,MRPS18A,NM_018135
8126653,chr6,-,44189349,44203169,MRPL14,NM_032111
8126658,chr6,-,44329815,44333261,SLC35B2,NM_178148
8126666,chr6,-,44333880,44341503,NFKBIE,NM_004556
8126674,chr6,-,44355880,44373405,TCTE1,ENST00000371505
8126681,chr6,-,44374440,44389041,AARS2,NM_020745
8126705,chr6,-,44508134,44510138,---,AF090903
8126710,chr6,-,44904447,45453648,SUPT3H,NM_181356
8126729,chr6,-,45974165,46156044,CLIC5,NM_001114086
8126750,chr6,-,46235720,46246676,ENPP5,NM_021572
8126760,chr6,-,46296427,46401490,RCAN2,NM_005822
8126770,chr6,-,46625403,46728482,CYP39A1,NM_016593
8126784,chr6,-,46780067,46811069,PLA2G7,ENST00000274793
8126798,chr6,-,46928203,47030634,GPR116,NM_015234
8126820,chr6,-,47075771,47118041,GPR110,NM_153840
8126839,chr6,-,47307226,47385639,TNFRSF21,NM_014452
8126853,chr6,-,47953722,48144384,C6orf138,NM_001013732
8126855,chr6,-,47953722,48144384,C6orf138,NM_001013732
8126860,chr6,-,49506957,49538811,MUT,M65131
8126878,chr6,-,49680848,49712546,RHAG,NM_000324
8126891,chr6,-,49768030,49789258,CRISP2,NM_003296
8126905,chr6,-,49803053,49813070,CRISP3,NM_006061
8126916,chr6,-,49861322,49862966,PGK2,NM_138733
8126920,chr6,-,49909940,49942177,CRISP1,NM_001131
8126931,chr6,-,50021772,50025116,DEFB133,DQ012023
8126934,chr6,-,50035963,50039777,DEFB114,NM_001037499
8126937,chr6,-,50044348,50045297,DEFB113,NM_001037729
8126939,chr6,-,50084810,50097653,DEFB110,NM_001037728
8126943,chr6,-,50119246,50124323,DEFB112,NM_001037498
8126946,chr6,-,50932857,50933359,RPS17L4,ENST00000331146
8126948,chr6,-,50987989,50990053,FTHP1,J04755
8126950,chr6,-,51088570,51088691,---,ENST00000388255
8126954,chr6,-,51588103,52060382,PKHD1,NM_138694
8127024,chr6,-,52209442,52217257,IL17F,NM_052872
8127031,chr6,-,52236770,52257541,MCM3,NM_002388
8127051,chr6,-,52470158,52549821,TRAM2,NM_012288
8127065,chr6,-,52722850,52736320,GSTA2,NM_000846
8127072,chr6,-,52764137,52776623,GSTA1,NM_145740
8127079,chr6,-,52804411,52818945,GSTA5,ENST00000370989
8127087,chr6,-,52869399,52882455,GSTA3,NM_000847
8127094,chr6,-,52950705,52968137,GSTA4,NM_001512
8127109,chr6,-,52974055,53034446,ICK,BC152464
8127128,chr6,-,53037444,53039142,---,AK056771
8127130,chr6,-,53099720,53121583,GCM1,NM_003643
8127141,chr6,-,53120565,53120686,---,ENST00000388314
8127145,chr6,-,53240154,53321901,ELOVL5,NM_021814
8127156,chr6,-,53388222,53388354,---,ENST00000388337
8127158,chr6,-,53470098,53517790,GCLC,NM_001498
8127177,chr6,-,53624354,53628029,KLHL31,ENST00000407079
8127180,chr6,-,55407129,55551971,HMGCLL1,NM_019036
8127193,chr6,-,55728195,55848334,BMP5,NM_021073
8127201,chr6,-,56029346,56220337,COL21A1,NM_030820
8127234,chr6,-,56430745,56927344,DST,ENST00000370754
8127346,chr6,-,57161540,57195037,RAB23,NM_016277
8127360,chr6,-,58264408,58264478,---,ENST00000388356
8127362,chr6,-,58279891,58279948,---,ENST00000388358
8127364,chr6,-,58354117,58395683,GUSBL2,NR_003660
8127370,chr6,-,62447825,63054091,KHDRBS2,ENST00000281156
8127380,chr6,-,64043815,64087841,GLULD1,NM_016571
8127391,chr6,-,64488450,64489650,LOC442228,ENST00000237261
8127393,chr6,-,65359744,65392891,---,ENST00000330816
